id,fecha_aproximada,contenido,cantidad_respuestas_aprox,comentarios_usuarios,compartidos,enlace,reacciones,sentimiento_contenido,prob_POS_contenido,prob_NEG_contenido,prob_NEU_contenido,sentimiento_comentarios
122,22 de mayo a las 10:17 am,"El esfuerzo de la oposición mentirosa y fascista es desacreditar la estadística y reemplazarla por ""la piel"", ""la sensación"". Deshonestos, bandidos y fachos para pretender reemplazar lo objetivo por lo subjetivo",2,Bueno... que desde hoy y desde ahora sea todo lo que vos digas nomás ya. Total todo lo que otro diga está mal. Ya ndentema boi la dictador,4 veces compartido,https://www.facebook.com/evargaspena/posts/pfbid0jc297nGiSTKVMcGvN8P3H7VraDjSRnh3WRCiWEbQcS5HdXn9kGKZ2ZiKQv1oQuFul?__cft__[0]=AZXBRwi_FTxEFDOCZxwFymN4tjuZzWST3TST9QeM8NM9bcWLJX-4XcLcVHRk_2LE9ALQtMZzE2oDdfiaS3S4VhHljLQHhl6n7Xh1SzfUniQ96jl0H6Dy-Cgwltja8kd9agzChFmsYk_PtxCdOv19cw9bVSPrgM-Nwq7a7tEr1u1cqyNCK_DexcNKRlHd-PEAXZk&__tn__=%2CO%2CP-R,16.0,NEG,0.007742150686681271,0.9619618058204651,0.030296066775918007,NEG
123,22 de mayo a las 9:21 am,"¿A quién quieren complacer los que, sin prueba alguna, quieren desacreditar las estadísticas?",0,"Heta oí la estadísticas, elegí nomás la que te guste más",,https://www.facebook.com/evargaspena/posts/pfbid02RcdHmWGsCp31dow5zEd3VmNJF69ZftY1JXRKiRzuDMNPt2QDvViEAZ4kjRGgWYvKl?__cft__[0]=AZUiumS-3hiI_eMzQC-SbfLk_6QlD2wbS2rwf4g5MhGFTJ_3051XJWiM4a8RgJ7_Rc4XSa8CO_9D7o5GAx3lkX7LQGEmMXPiZ1Ll9KA4nOQHKYYIypXDYPJbdzkG6mgsa6b6ERFFlMjo-AeE5a96mzernEcEI7YhFKh-kTJJ6CGNHpbfsLUKEzEUPsd95P1tv54&__tn__=%2CO%2CP-R,,NEG,0.012176512740552425,0.8686287999153137,0.11919468641281128,NEU
124,22 de mayo a las 9:18 am,"Pte @glez16, @capasupy, comentó  a LPM por la 7.30 AM ABC Cardinal, Paraguay, que consumo en supermercados (abastecimiento de hogar) creció entre 6% y 8% desde enero, cifra consistente con todos los indicadores económicos. Reivindico la estadística frente a anécdotas personales",0,La inflación cero del BCP es también creíble?,3 veces compartido,https://www.facebook.com/evargaspena/posts/pfbid0BVYvmV2E2SM72qNhwvUCrTUFehjPcVUUJndU6BBNDrmKK4paSYvba32VgTb1zKDbl?__cft__[0]=AZUW_Fe0wH0MBqSunko9-FnfKPdfuO6k0FVhI7i0zg6olOj1gihQZ1xWFP-TAyD-v7_eUD_sB4bbBNazrUlDgYHjytVAsyt_9--VDpMTL3_v8RGVu5MspaW88xx8Z3F8jqvodbMkPVbm-P4sZ675htguZVn8dXk-FoQTTsEfZELkTzk00PfcvYK--muxrsuLu0k&__tn__=%2CO%2CP-R,,NEU,0.1491476148366928,0.11652064323425293,0.7343318462371826,NEU
125,22 de mayo a las 7:15 am,"Le comento al sen @edu_nakayama, en la 7.30 AM ABC Cardinal, Paraguay, que trolleo que recibió por criticar objeciones sin fundamento presentadas por algunos opositores contra máquinas de votación es resultado de la narrativa maniquea, fascista, totalitaria, de dichos opositores",0,"Que oro kuí es este Nakayama Enrique, solo que da un poquito de miedo su unión con aquel exintendente muy vinculado a la ONGS",2 veces compartido,https://www.facebook.com/evargaspena/posts/pfbid0m4Ypqt5NqZn7NZves7dTm46JfZJnY8jLJynfx7HbFKbteVJ55HWvQUHHKG72XKgWl?__cft__[0]=AZWl1tgyDg24y-iLZr1gF85mxyE9cTDgTbuj6sdmFLaClu2pf24S7qaXtWMBaqHpAY2OU4Lr92eqbA00w9vC3y7bQX0ihALS_sUYtYTzNuJsk9ZWetY7RseYhP93vGDwJIctAM67du5YgFMPsHFRt4WUycuBdjjOtfMSIw8aCgTwSo2m8AXq--E24_SKhgOXm1c&__tn__=%2CO%2CP-R,4.0,NEG,0.009096184745430946,0.9137980937957764,0.077105812728405,NEG
126,22 de mayo a las 7:06 am,"Senador @edu_nakayama revela, en la 7.30 AM ABC Cardinal, Paraguay, que fue intensamente trolleado por criticar objeciones sin fundamento presentadas por algunos opositores contra las máquinas de votación. Agrega que línea argumental de la trolleada fue eliminar el desbloqueo",0,Con este periodista de cuarta uno se da cuenta que el Cartismo corroe fácilmente la mente..,,https://www.facebook.com/evargaspena/posts/pfbid02RvkmK9ZTK4nQywJzRRrGUcDMUnjJRpdQumSegZuGyFwVC37aQRaNjkTeXuwbDaX6l?__cft__[0]=AZX0Z6WUbo6I9by5O9J3kKneBpc9YOWpTf0oCpKxt8qNoEIhTT0HbfEUXYoGnWNu8BDGpnvWXrcuPpCuaO8v_FmRmPqS6lyN9_ismWsZJ6NuB4HCrH7V0NHTFmrAYgx6Ifb6t8GlDlHsD7OXHkW1hAgK_y4KlEUnN1j7Phvbv_aVoebDTRdJfXsY4quC4kgLP2A&__tn__=%2CO%2CP-R,,NEG,0.027528703212738037,0.6389972567558289,0.3334740102291107,NEG
127,22 de mayo a las 5:38 am,"Hola, hasta las 08:00 estoy en 7.30 AM ABC Cardinal, Paraguay. Deportes con Ariel Julian Marecos",0,,,https://www.facebook.com/evargaspena/videos/671395875879265/?__cft__[0]=AZVhHxNtfb8Hhg1lluvcZlxbJGMmBduD9DpGVNCF-4fmNiMMSplxmiO3Jl5gPmY1lwxE2fhklJ6ERx-wSytm0AkuDWtfqVm3CgF5SGsg-K38R9vNvXWJcsF8omnBIdUCtUxEnIxa9E7RmJfYlSIBEHBOJhtKGehigsW4aQpeKcG514RvSOA-J_eezVQoKL5ItJ1JOo77mX7KozrbHApnZvlS&__tn__=%2CO%2CP-R,,NEU,0.21240070462226868,0.031092524528503418,0.7565068006515503,SIN_COMENTARIO
128,22 de mayo a las 3:52 am,"Anoche hablamos con @Gustavoleitepy sobre la lucha contra el globalismo en nuestro país y sobre la pérdida que significará para ella su traslado a EEUU como embajador, solicitado por @SantiPenap, dejando @SenadoresPy",0,Flor de entrevistado..,3 veces compartido,https://www.facebook.com/evargaspena/videos/578518591504553/?__cft__[0]=AZUOPswmc2AiESyXmgKt8Khg9dOkTnMHjsRXUrzyx65eoLIzUo-V6JE_u9ikaOo-6CnkvjscW8yMPnrDCatth0O0EYe8NFQx_8o32O7-6ydFMn1lxhaO1_TSVSs1bu4fKNAJIi7ts9urhrmflYD0vw06ubHIjJ2w2X-qJoNEayLbIUCb7rQImYtNbKZNPyp02bS6e5fCYjCYuLnRsuOKYLF3&__tn__=%2CO%2CP-R,,NEG,0.03216393664479256,0.6525024175643921,0.31533369421958923,NEU
129,21 de mayo a las 10:11 pm,,0,Ueno quetal......oikota,,https://www.facebook.com/evargaspena/videos/589234700327589/?__cft__[0]=AZVbUnWtn1gjsH7M5MDl_82QwK70rKMoPraVnbk9xJK_4KrZVPv9aaw_kyVzWTy15jq1ZQRQQGbNVSZeJhTvVgwClUW22Eq0zhb6Y7eFec72oORa4kNreULhzEC3XnaHsJjgDfiizFjh0jcSJClJeCSUwh_KrYp_QI6WLPRAxyqo2MKkz8jJnBdTs2ggolwWGqChQxgcRRz6yuQ1_G-vKKzw&__tn__=%2CO%2CP-R,,NEU,0.17293284833431244,0.35219326615333557,0.4748738706111908,NEU
130,21 de mayo a las 7:57 pm,"A partir de las 20 horas estoy en ABCTV, en ""Mesa"", canales 19 de TigoStar y 3 de Personal tv",0,Que miedo que te tienen Miguel Prieto ...como colorada te digo que seràs el.pròximo Presidente,,https://www.facebook.com/evargaspena/videos/1045996720198806/?__cft__[0]=AZVy3eJ4IDjPoozYf2218HbnnPIzjKUAjbHWcoOwhzoj2wnWOpHUsA0VKAYNiRQUAa-pLGO7DtDcixUbj8OBL-UVexhOjJtUCxpCzU9jXB0muky4WqIoaCvFeOIo0Oqz7cAgqHV-ODCAnK22Ft20PDj2rbYxtVL6m9Xv9crhnzH0BrOinVBUt9uV6dvkuQNeUvsY1chrJ21XG6OAmdibQREn&__tn__=%2CO%2CP-R,,NEU,0.15050607919692993,0.04011036828160286,0.8093835115432739,NEG
131,21 de mayo a las 3:54 pm,Comentarios antes del fútbol,0,y ahora se viene la policía sanitaria.. después que viene la policía educativa la policía del carbono etc etc etc.. dictadura... Proyectos con nombres bonitos pero de contenidos dudosos .,4 veces compartido,https://www.facebook.com/evargaspena/videos/683895701172947/?__cft__[0]=AZVcerikC2gRvBE-mWXEnF6Wd8iVDgy_-7wpBqEG2gRAN2gN4Mx8UKEslUJXB8-ZjJ_Frl6m9xa4CZzKYxMU2uxosBK3WJQs9UG48mjD4dW04cbYM2GP4FlaEW7zksATYmfhQHNBkI23VNRpgQfkdP-dGi9DwvOHpPWbLc2N7umb6w5lUS1_USdnj-5JSpHBLOts7SPmuWeAUzXlPlVRt0jI&__tn__=%2CO%2CP-R,,NEU,0.3399556577205658,0.05424002185463905,0.6058042645454407,NEG
132,21 de mayo a las 3:26 pm,"Esta mañana vino @cgfernandezv, @MEF_Paraguay, y conversamos de crecimiento, pobreza, inflación, salario mínimo, caja fiscal y fútbol. Dijo que vamos a crecer más de 4%, que pobreza bajará a 18%, que hay que redefinir el mínimo, que la edad es lo central en las cajas",0,Excelente programa!,4 veces compartido,https://www.facebook.com/evargaspena/videos/1379067307057187/?__cft__[0]=AZXmGBhMQygH8ZISlHfj74FAzFm5EHWUG9BEl8M7ufsea8BVuaenr-Ku8qjEsWDJtHRUygFYXWuovqBZcl5__svNh_rw8vHCdgb74hkzparXzeAjE-T53mhqKgB7d5bJxJhj55FkZ7i9LwQUTPZZGqDFNZJe6KjUeEmP6g6AbfgVQ8b8IqVbuHUf5HcimWMyG8zdD2DEgAt-qvoG3_dR-XtG&__tn__=%2CO%2CP-R,,NEU,0.11774877458810806,0.37874796986579895,0.5035032033920288,POS
133,21 de mayo a las 6:17 am,"Nos acompaña de sorpresa el ministro @cgfernandezv, @MEF_Paraguay",0,,,https://www.facebook.com/evargaspena/posts/pfbid02eZt8eRTRco3cfwMNqBr8LUARTQKctBAK4yhH8o6pA39mGWMRUnPAqcJg2HNvdJycl?__cft__[0]=AZVNK9EwOxg_51q8argPno7g835hCPG2B95n52vXuxmyx9xaSTaboyOV8SDVyqyuaRj1cpp87LBPAgFrhrS6-M21X55pG1CMEcFkaZOupPsPYCgVN0tCvhoy965jQKZOAr5yjGYWul0wcrELee7ij64XtGRv6MpYMLCnviQFjVZ_hkzq3wQtDZWsz283jTCKCfBDDdKW6uuf7gEVavG5IMK7&__tn__=%2CO%2CP-R,,POS,0.49708378314971924,0.0460510179400444,0.4568651616573334,SIN_COMENTARIO
134,21 de mayo a las 5:29 am,"Hola, hasta las 08:00 estoy en 7.30 AM ABC Cardinal, Paraguay. Deportes con Ariel Julian Marecos",0,A quien le importa nde bandido plaga,,https://www.facebook.com/evargaspena/videos/3508105689321874/?__cft__[0]=AZVyxJL1QjU1-26_BthnPeb8W2Vu56feYLTzxPtn-wT6_kEew9FCJ1ekg1ZUdGOtNuSFLp_ANs0dmM_hbKgqXEty3o-mXQCJ6XFYOYg8oAoHRxVyh-VTc1EmfxRfAqiP45zht_l3G0hcrRlFZIzkpC1c-cWljIOrupyO2NuJhjfoa_VZABAFmozfpiF4Mlbn8c5HC03xS-Uk3xJDn8cTVnkX&__tn__=%2CO%2CP-R,,NEU,0.21240070462226868,0.031092524528503418,0.7565068006515503,NEG
135,21 de mayo a las 4:42 am,"Anoche ""peroré"" contra la @WHO y después conversamos con @JohannaParaguay sobre la defensa que opositores hacen en beneficio de @MiguelPrietoCDE. Critiqué que hablen de que @MiguelPrietoCDE ""es esforzado desde joven"" en lugar de rebatir los argumentos de @contraloriapy",7,"Enrique Vargas Peña,  tu programa de ayer fue patético,  por la razón que tu entrevistada Johana Ortega,  te robó tu micrófono,  sola ella hablaba,  en forma solitaria,  desviando el tema central que era Prieto,  hacia otros intendentes,  como una form…",4 veces compartido,https://www.facebook.com/evargaspena/videos/3936660896584028/?__cft__[0]=AZWLG5Bg6owObHEfz3tN1lnjEKzZUQzeMosF8fT_LZpWgTG2AelTsgkwPMgiF7v6ls61C1Hvk5vb3PZsnnW91_sK71OqCSJhbw8HkxaBQmr-MQqmyfG9-K0-m9zNhfVfpqxvSyelIDUXEpOU-PDWqpS3TkbZ1Q4UHhoZfP1oNOf-qLLHIhHLwbCg1TfbVhtuswYaiAtXwrTubrkdb2cYgv32&__tn__=%2CO%2CP-R,2.0,NEG,0.00711419340223074,0.9300349950790405,0.0628507137298584,NEG
136,21 de mayo a las 3:43 am,"¿A mi nomás me parece o la firma del tratado pandémico fue ""minimizada"" en los medios? Nada lei sobre que Paraguay no votó por esa mierda totalitaria. ¿O se publicó domingo? ¿O se quiere propagar narrativa de la ""unanimidad"" de las corruptas @EFEnoticias, @AFPespanol, @dpa?",0,Sinceramente !! PARAGUAY DEBE RETIRARSE DE LA OMS !! Asi nos limpiamos de esa MUGRE !!!,29 veces compartido,https://www.facebook.com/evargaspena/posts/pfbid02pCVX8JZk4tg8nQ2TfUoUATMkMtUQsjLQRFLYTnLBB29XdXGKsvxL9KvSyS2FSSfel?__cft__[0]=AZVTK1IzsPgMVkDWOeof-_EgWotJtKReMkc8_-RPhTaNFfcOMQ5v_G9EQhCxjx-OdRYvGom8iAZJrlYL4xDlhn1SivZXWdzy8vKQWMjQBOAVMp1W54oBAkl3K43mBj2EHIBFBMQea0n5XKGkAdKSp_OsyvYSoUVDzqX_RmLuZZ-esJWA4lLCzDunTGCPdmLMtnQkUZw1ePe7lzmrH6tW31tZ&__tn__=%2CO%2CP-R,9.0,NEG,0.0037714457139372826,0.9450201988220215,0.05120837315917015,NEG
137,20 de mayo a las 7:59 pm,"A partir de las 20 horas estoy en ABCTV, en ""Mesa"", canales 19 de TigoStar y 3 de Personal tv",0,El mejor congreso según vos...,,https://www.facebook.com/evargaspena/videos/1038654484881615/?__cft__[0]=AZWuBiPMqchPb3jV2q_b6FXCaGjwBT9R3uuAF1gIpMw46IbWr7a9Ngu-s29FgzTBUzaImBkHnR7yEvN0QkvDvA5UjhKTlUlx7expgVTp4r2Mea_POWYs8kgxBH9jRWQOxK_ogNp8f2ewnMq3f7LBLncUykst2unF1hcFuFVTXY0ja2YxixoNKqdJI_pA_tMl8h3vl7Nrzfdhw4Mur_BZXS4A&__tn__=%2CO%2CP-R,,NEU,0.15050607919692993,0.04011036828160286,0.8093835115432739,POS
138,20 de mayo a las 7:37 pm,"Quiero recordarte, mejor tarde que nunca, que desde las 17 y hasta las 19 siempre estamos con @figuejuanma en la 98.5 ABC FM, sólo  éxitos. @FigueJuanma de vacas hasta el próximo lunes. Foto de archivo",0,Este Vargas peña es un incoherente es un inmoral es un payaso desetabidador un día dice una cosa otros día otra cosa no tiene principio el peor le molesta comunicador q tiene abc,2 veces compartido,https://www.facebook.com/evargaspena/posts/pfbid0VpVZc3rfqtxHtXSLGhQJHKjg4n31nmdYMc7pycLcPn72KEGCsmtANvNmKNVLDYzql?__cft__[0]=AZXTbDCN65pK-noDd_xUDAifmWs5x4E_YBbi9FF7lnVu3t5i7JZxzEaIZlYcDP1zws5ayhg8IS7-UOeRJwjX__1rr75QrMPytfz1OYmRhA_6cs1UqTVvGjWH0ikFbc9og23A5IIyAN7w-o47T5Q_rvwbNWewKaTFsAHKdBgXkIkY_kP1OsSFXWSmzFG-Uzq5a8OkRVBs9R6n8iiylp1BXLKc&__tn__=%2CO%2CP-R,2.0,POS,0.6608009934425354,0.018623778596520424,0.3205752670764923,NEG
139,20 de mayo a las 7:26 pm,"Se va confirmando que no votamos el totalitario ""tratado pandémico"" de la criminal @WHO. Aunque creo que había que votar en contra, merece aplauso  que no hayamos votado a favor. Ahora, a no darle imperio",54,Las pandemias no se inventan y se los deben declarar todas las veces que sean necesarias en defensa de la mayoría de una población que pueda ser afectada por dicha calamidad. Nunca se puede decir que ya no volverá más a ocurrir.  En el momento menos pe…,35 veces compartido,https://www.facebook.com/evargaspena/posts/pfbid02kUaotPpCqkvbnobBs3Uu469euHM4vDnRmtGW3Sq933A97GSQbLYjK3f1c7YZWED7l?__cft__[0]=AZXPIMkRARdPq7lF44MeD443Cu-Si1DI700nm_49OELXdcc-QPQbXqwbTVr2pZGutFUdc8JQcPhiAyrLBgBtOhC-aPRBJQEZ4OH2IXG_B4j9bqHne2LaHRbkIa7deSIfdRuJczXiyUerD-hdQ-i_AlDb5j9nJFFkyuprS1EcBtwJ7Zb3BLSVtaZ2YTMI24sfYhN1yLGeIOc2fXh8bL0YicPk&__tn__=%2CO%2CP-R,51.0,NEG,0.08181332051753998,0.7580952048301697,0.16009148955345154,NEG
140,20 de mayo a las 7:04 pm,"Como nadie habla, me dicen que Paraguay fue una de las 11 honrosas abstenciones frente al totalitario ""tratado pandémico""...o sea rectifico por matiz...porque debimos votar en contra",0,"Apreciado EVP. Cada vez me inclino más a pensar que solo aquellos que ganan por encima de 5 salarios mínimos se preocupan de los temas que planteás, porque, también cada vez más, veo a mi alrededor que la mayoría está preocupada por la situación intern…",5 veces compartido,https://www.facebook.com/evargaspena/posts/pfbid02pidjM1ESTej5VFZiucpoyRVx29nLJCCjZPPn4L62PtnBxZYxg59xo23DvDM6USKml?__cft__[0]=AZVT1TbaGR0hPwpCGCOvdCq8bhyiAnpwL_uUUmn6h9I56Uml26Gcip0MdoWzJruKBMKetmE0s13-hvK1mY1ktKHO6yJS4x2MTTK2ypk9-mcfadMCHznJTega706AjUwRumdrQocv9Sg5YszIAXe-uN_ITyM8AbS4048m7Qyuq5BXjml4a52VTy2EaEeQHE5bymI&__tn__=%2CO%2CP-R,2.0,NEG,0.010366365313529968,0.7243922352790833,0.2652413249015808,NEG
141,20 de mayo a las 4:45 pm,La OMS y sus cadenas,0,Hola,139 veces compartido,https://www.facebook.com/evargaspena/videos/1215461050116348/?__cft__[0]=AZUCXP1vJq4kyrm7YhCmOpO0Lv-0ygGxgG4SBcuFUx62J2HVex8RMXjnQ65WxOvn7yaAaRlgOdZL7GTvq4SyI7T0ftzHYumhue97iHzzwmDcNWCoGjDR2t2xHVcghPuA8kNpWXhcdLxLwPYsU5uL3fd5M-5TAp6uayMtMAQel7yH3gdiSDeP6i1MgnV4bscNzhadVCmz-A00cOzJUyuvmi7w&__tn__=%2CO%2CP-R,,NEG,0.01824130117893219,0.8414967656135559,0.14026182889938354,NEU
142,20 de mayo a las 6:59 am,"Min @gvillate, @Miticpy, aclara, en la 7.30 AM ABC Cardinal, Paraguay, que ley de protección de datos personales totalitaria impulsada y promovida por Unión Europea en nuestro Congreso ha sido modificada para llegar al que actualmente se está tratando. Pide seguir discutiendo",0,Que dice Teresa Barán del tratado pandemico? Votó a favor?,,https://www.facebook.com/evargaspena/posts/pfbid02hb4AfW3viyLyeq7EDxZ9LbApUn7wWUJ2SvZowgpSB3BZqi6VL21YEeNP1xdVTCN4l?__cft__[0]=AZVO0RNSXSMMNyeBLgRxNe3bGnSozYP-pXx7F1YtUgOi4HBIMDjI3YN4vIk4vCundpzVAtoZS9R_P-B3bBVLrNNmr7ibxxmW6goRxURJFBQISU7dB0XLZg0E1XPLfejsy5BcQREcvNfuLiXTUWVi47j60cIPePlBsz4AJ3zw3iQGDSAQkcjsdKkQUXqhQ4NPLOI&__tn__=%2CO%2CP-R,,NEG,0.023695016279816628,0.5297901630401611,0.4465148448944092,NEU
143,20 de mayo a las 6:47 am,"Min @gvillate, @Miticpy, enfatiza, en la 7.30 AM ABC Cardinal, Paraguay, que ninguna ley de protección de datos personales evitará realización de ciberataques. Confirma que interesados en vender servicios de consultoría son los que interactuan con medios generando exacerbación",0,Vamos q hay un software esperando. Siga los negocios!,1 vez compartido,https://www.facebook.com/evargaspena/posts/pfbid02zbssgoqTUHLWCDNg9cSrxXgVdHAP9cJyF7Ea4QSeYjqPsKeQXZNzpr11w6Fj2CDZl?__cft__[0]=AZUM9wwvAzNPh6NB-ZcM8jeT3V_S5V8Hd6cdP9aUlMkQDSyqKuTZDiqyIw4B7_JFWTLlCdi4d0d0HByQq3H0zTmr5wMkEheGxqvqvgKYVEYUaTdtG3ybW5e7gDr21-ULIgiupsJQ07vEfvOTowuBnXWjm4tfiztqwOsOROAr2tvg11Q-49B7QBxgSpxrd2DKAf0&__tn__=%2CO%2CP-R,,NEG,0.016597718000411987,0.6944704651832581,0.28893184661865234,POS
144,20 de mayo a las 6:26 am,"Min @gvillate, @Miticpy, desmiente, en la 7.30 AM ABC Cardinal, Paraguay, que ataque cibernético ocurrido pueda vulnerar contraseñas personales de la ciudadanía, incluso en bancos, como se afirmó en medios. Dice que se atribuyó falsamente esa impostura a director Pedro Martínez",0,,,https://www.facebook.com/evargaspena/posts/pfbid02KBTNizLxxqWv1pkKmpD1uYxcTCM8mPhBmpGxq8RQ9B1iU2S2qaHzULkoXs41Wq3nl?__cft__[0]=AZUKX5EIlPHH54DLXXu2J65KMBQgM-DUD5rZ1ln0oNi70qPStriprq0DpG8bbPCfp0VOmMxavH1ncLIj02XfW70Kic3RadLBQrvhoIdgkL5yo0IMg0H9ogo21uuKbXhv-uVOCyJ6c838lwlohjFh4WbmTAeBPhFSogkqJ4ENAe_oxFltG4-artxIo5c6H49I7rk&__tn__=%2CO%2CP-R,,NEG,0.01808990351855755,0.7978907823562622,0.1840192675590515,SIN_COMENTARIO
145,20 de mayo a las 5:33 am,"Hola, hasta las 08:00 estoy en 7.30 AM ABC Cardinal, Paraguay. Deportes con Ariel Julian Marecos",0,Tus compañeros globaleros ni bola te dan,2 veces compartido,https://www.facebook.com/evargaspena/videos/1630038714324737/?__cft__[0]=AZUr2za2_wjvGi6xrIwO5FDrgWobgZQxa3sz6f8-QdWTmvvsHnVOqAvnlFM80tLBK364S6S5EOlYPE1C4fRbKC-T55TZPBWrm8jNMCU-Rxeqx9LairVxA-SaTOMnj_ueUEOQRTIw-AOR6oiJHo0zKRhgIc4UvSdoJpKS12LuFYL_ukX1g9u-6pVk6YEmp7b4GvSnAnq9Wv88-FwA-uHUVBxf&__tn__=%2CO%2CP-R,,NEU,0.21240070462226868,0.031092524528503418,0.7565068006515503,NEG
146,20 de mayo a las 3:59 am,"Anoche, para que puedas ver sin el filtro que buscan interponer algunos periodistas ni el que tratan de imponer algunos políticos, debatieron el abogado de @MiguelPrietoCDE, @GuiFerreiroPy y el de la @contraloriapy, Leandro Villalba. Las narrativas, los relatos, fuera!",2,El de la CGR lo SACO A PASEAR literalmente al Abog FERREIRO,13 veces compartido,https://www.facebook.com/evargaspena/videos/690296556921252/?__cft__[0]=AZXjo-r5lrmagNtUchkXnsL2miY4pE9onYStSQg86HRANfGyZJVI6ChDcEL-TxY-N4BdRqM-3_nIFdp6Z_6tcGSAgG9PWeubc3vrWj3rrJUV4hcwXBSvhZbpziC2Y0UwQbO1CWSGT8ncnjYcCITiLp2kp-CwF0SkczxRk56aMESeYlIoK35f2Hxq3NjVVvHuAHP5Zvt-AGg-Xf8ac62O7A7F&__tn__=%2CO%2CP-R,12.0,NEG,0.016538914293050766,0.878612756729126,0.10484832525253296,NEG
147,19 de mayo a las 7:54 pm,"A partir de las 20 horas estoy en ABCTV, en ""Mesa"", canales 19 de TigoStar y 3 de Personal tv",0,"Muy buenoooo, mi primera chambaaa decía ferreiro, le paseo el contralor.... jajajajaja",3 veces compartido,https://www.facebook.com/evargaspena/videos/2690573121133063/?__cft__[0]=AZXhJTZnzuaNBLp93mKnQkz5ZmjXY5KSQvyh5eSdd7ca9QGURe5HS4T1AnRC3SQVZyt4tnXYNXm77L6DxoYKWAbUyJ1kBo1OhProQIo45FCJwWNvO04z_jh0YLBoMbhQw9IZvJ8DWnaTxeDqlHrtZXZHdZZyAivQlkB3YZIYcWtC2Yu8ECv_rvkgnYLwx7-LjZF5ow2py6dDy8Hamz5CnvDG&__tn__=%2CO%2CP-R,3.0,NEU,0.15050607919692993,0.04011036828160286,0.8093835115432739,POS
148,19 de mayo a las 7:13 pm,"Desde las 17 y hasta las 19 siempre estamos con @figuejuanma en la 98.5 ABC FM, sólo  éxitos. @FigueJuanma de vacas hasta el próximo lunes. Foto de archivo",0,Diente kure salió del grupo,,https://www.facebook.com/evargaspena/posts/pfbid02SYggpbECuaEmxEFrczBgCAwcUR97WyDCXPaHZatjnRkVvjZK5FGarW1htSrQg4Bbl?__cft__[0]=AZXddJaqQwW2peIPrxIEcXsB-Sw9P1MPeVm9--t1xHqstLR51Y8_oCDZ4nuIB3-2doq7CtTJVlSojzWhY668OO63yI3P8KtLnh9dxch3QD6K62_NLWVT5VSZNxJSiiLuylqdRXl2YNEmiaHx2gk_grcLya-3TQZgYflFgAv_Fh0PkXBha7E7WoZvrPNNPwt4vQGZ55W0lJQ7E3pDEOAdlHXU&__tn__=%2CO%2CP-R,,POS,0.49689915776252747,0.02219098061323166,0.48090988397598267,NEG
149,19 de mayo a las 4:22 pm,De vuelta después de seis días,0,,6 veces compartido,https://www.facebook.com/evargaspena/videos/4017324291747489/?__cft__[0]=AZXIxpZdGfkLHhzgtYxD60Ie1hR1-SrqPUQJxG73D-B3Z_HcWWsBmLnn-2EQzbuYVxLzfcb6KSI5Icebtn6gJZytLazR3slnDi4Q42qjeioPHOfFXINAp52D3RviVlIn0OFW0HQuPabDn50otgxarHI873ODFNO4k6-CswT6yrJ3TRCP0a4FDnOqXDcew_l03P1NedP4PyK1opbWNOFCvAnw&__tn__=%2CO%2CP-R,,POS,0.508561372756958,0.043354377150535583,0.4480842351913452,SIN_COMENTARIO
150,19 de mayo a las 2:39 pm,"Aunque no sé por qué sacaron todita mi perorata sobre @EmmanuelMacron idéntico en todo a @NicolasMaduro  y la dictadura autodenominada Unión Europea, el programa de anoche fue con el @TSJE_Py y el ataque de la autodenominada ""oposición ´democrática´"" para volver a las sábanas",0,"Las máquinas deben tener la opción de ser auditadas in situ, en forma aleatoria, en cualquier lugar de votación y a cualquier hora del día de las elecciones. Porque utilizan programas que pueden tener cierto comportamiento para el conteo en una fecha ""…",7 veces compartido,https://www.facebook.com/evargaspena/videos/1195361755173402/?__cft__[0]=AZXRXpxXyVnRYUDhLdZTPS4CFU3CGCDJ4kKo1DJi85MHw-FplLq8wLUI5y9iCY94nsV1jl7sGQ7d62DjFcPW-4OqOy0l3kL4HuPksDILFs48urhX00rL7nCmnEY-j19FGRtzPc_UmYMN5eBK7WX9R-FRum1GvJwOBJLxHsDyzk32YIuwyqS_Ic0qCwcfX-uM1Cx1eOjlk5D3FH_TbDKrjs0V&__tn__=%2CO%2CP-R,,NEG,0.00883881188929081,0.874750018119812,0.11641113460063934,NEU
151,19 de mayo a las 11:57 am,Este globalista facho de mierda tiene la hijadeputez se atribuir manipulación a los patriotas como si nadie supiera que él fue cómplice de la anulación de las elecciones del 6 de diciembre; la prescripción del ganador y el uso de los Estados europeo y rumano para su cabajú,0,"Anda viví ahí y critica,,, acá a nadie le importa lo que decís",1 vez compartido,https://www.facebook.com/evargaspena/posts/pfbid02DjHt52kKVdEvzWhhEC5Q4B9rtnMBf1cd9nQpeQrqWfFwXGYp4ZxthvVWVDR6eRxyl?__cft__[0]=AZX2KNovg4URztiLapgePXvAVmNELJCyxFrK3Mei_Uc0B3UETIEmzUwJEUXILhJPL12DZMno2OLlG_UstKDztcLZh1Rk3f_C6of3jsDht3-T3LCPScMHLgz47w9Zx5rO0vZlsG3Bb-pRz3rooc6J7sQpr3i30dyKPST2ovgx2qoFE59-9CYWUIqOcgtol3VtdBzvEwh5AMZanTMADfH_FvCK&__tn__=%2CO%2CP-R,7.0,NEG,0.007478632032871246,0.953664243221283,0.03885712847113609,NEG
